Category,Message,Sent_Date,Sent_Time,Source_IP,Source_Location
ham,I'm also came to room.,2025-09-14,02:01:03,124.13.42.124,"('Indonesia', 'DKI Jakarta')"
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,2025-08-15,00:43:02,203.0.113.228,"('Malaysia', 'Kuala Lumpur')"
ham,Ok.,2025-09-26,03:26:35,172.16.224.113,"('Indonesia', 'DKI Jakarta')"
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,2025-07-29,02:05:37,203.0.113.83,"('Malaysia', 'Kuala Lumpur')"
ham,"Cool, text me when you head out",2025-08-06,03:43:40,192.168.134.109,"('Thailand', 'Bangkok')"
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",2025-08-27,16:37:42,185.220.100.102,"('Hong Kong', 'Hong Kong')"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",2025-09-06,15:31:42,5.188.126.101,"('Romania', 'Bucharest')"
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,2025-08-04,05:08:09,172.16.74.9,"('Singapore', 'Central')"
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",2025-08-20,01:49:49,10.0.204.172,"('Indonesia', 'DKI Jakarta')"
ham,You said to me before i went back to bed that you can't sleep for anything.,2025-09-02,00:05:33,198.51.100.49,"('Thailand', 'Bangkok')"
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,2025-09-09,01:48:43,10.0.228.41,"('United States', 'Virginia')"
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,2025-07-11,12:04:08,185.220.100.61,"('Hong Kong', 'Hong Kong')"
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,2025-07-25,00:09:24,203.0.113.197,"('Thailand', 'Bangkok')"
ham,I will come to ur home now,2025-08-30,03:59:29,10.0.196.116,"('Malaysia', 'Selangor')"
ham,Free any day but i finish at 6 on mon n thurs...,2025-08-01,04:42:14,124.13.17.2,"('Malaysia', 'Selangor')"
ham,Will you be here for food,2025-09-21,00:39:29,10.0.23.137,"('Indonesia', 'DKI Jakarta')"
ham,"life alle mone,eppolum oru pole allalo",2025-09-15,05:40:57,203.0.113.82,"('Malaysia', 'Selangor')"
ham,Nite...,2025-09-07,03:05:07,10.0.0.231,"('Thailand', 'Bangkok')"
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",2025-07-26,03:00:34,124.13.120.244,"('Indonesia', 'DKI Jakarta')"
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!",2025-07-31,02:41:45,203.0.113.190,"('Indonesia', 'DKI Jakarta')"
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,2025-09-29,04:59:30,124.13.245.27,"('Thailand', 'Bangkok')"
ham,I just saw ron burgundy captaining a party boat so yeah,2025-09-19,01:47:34,124.13.38.253,"('Singapore', 'Central')"
ham,I'm serious. You are in the money base,2025-09-03,00:51:05,124.13.49.154,"('Thailand', 'Bangkok')"
ham,Already one guy loving you:-.,2025-09-02,01:20:35,124.13.4.127,"('Malaysia', 'Selangor')"
ham,Staff of placement training in Amrita college.,2025-08-04,03:30:22,10.0.248.52,"('Singapore', 'Central')"
ham,I always chat with you. In fact i need money can you raise me?,2025-07-07,05:20:01,124.13.16.94,"('Thailand', 'Bangkok')"
ham,I'm job profile seems like bpo..,2025-08-18,05:41:20,172.16.112.179,"('Netherlands', 'North Holland')"
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",2025-08-04,01:07:23,203.0.113.209,"('Thailand', 'Bangkok')"
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",2025-08-28,00:46:48,124.13.33.137,"('Singapore', 'Central')"
ham,Are you willing to go for apps class.,2025-08-05,01:08:38,192.168.199.186,"('Malaysia', 'Kuala Lumpur')"
ham,Hanging out with my brother and his family,2025-09-29,04:04:50,124.13.46.108,"('Singapore', 'Central')"
ham,No it will reach by 9 only. She telling she will be there. I dont know,2025-08-02,00:39:57,192.168.129.107,"('Indonesia', 'DKI Jakarta')"
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month,2025-08-15,04:23:23,172.16.116.95,"('Indonesia', 'DKI Jakarta')"
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",2025-07-10,04:41:39,172.16.186.104,"('Thailand', 'Bangkok')"
ham,Try neva mate!!,2025-07-16,00:04:17,10.0.173.108,"('Indonesia', 'DKI Jakarta')"
ham,Yeah that'd pretty much be the best case scenario,2025-08-26,02:21:22,192.168.86.197,"('Malaysia', 'Selangor')"
ham,I not free today i haf 2 pick my parents up tonite...,2025-08-30,00:18:43,10.0.40.100,"('Hong Kong', 'Hong Kong')"
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",2025-09-26,05:53:27,203.0.113.19,"('Malaysia', 'Kuala Lumpur')"
ham,Should i send you naughty pix? :),2025-09-13,04:02:12,185.220.100.166,"('Malaysia', 'Kuala Lumpur')"
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",2025-08-04,11:03:48,5.188.143.153,"('United States', 'Virginia')"
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",2025-09-28,10:19:12,198.51.100.74,"('Romania', 'Bucharest')"
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",2025-08-01,01:02:35,10.0.58.88,"('Thailand', 'Bangkok')"
ham,Prepare to be pounded every night...,2025-07-05,05:48:46,203.0.113.131,"('Indonesia', 'DKI Jakarta')"
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",2025-09-13,04:23:29,124.13.244.163,"('Singapore', 'Central')"
ham,"Sorry, I'll call later",2025-09-15,04:24:56,192.168.238.189,"('Malaysia', 'Selangor')"
ham,Good evening! How are you?,2025-08-13,00:07:50,172.16.58.2,"('Malaysia', 'Selangor')"
ham,I'm at home. Please call,2025-07-17,04:09:16,172.16.170.41,"('Malaysia', 'Selangor')"
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,2025-08-09,01:45:06,124.13.134.6,"('Singapore', 'Central')"
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",2025-08-10,05:31:13,172.16.90.3,"('Singapore', 'Central')"
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,2025-09-08,01:01:38,10.0.225.117,"('Malaysia', 'Selangor')"
ham,What happen dear. Why you silent. I am tensed,2025-09-07,01:12:06,192.168.144.23,"('Indonesia', 'DKI Jakarta')"
ham,"I'll get there at 3, unless you guys want me to come some time sooner",2025-07-06,05:51:18,203.0.113.104,"('Malaysia', 'Selangor')"
ham,If you are not coughing then its nothing,2025-08-19,00:59:36,124.13.213.88,"('Malaysia', 'Kuala Lumpur')"
ham,Ü come lt 25 n pass to me lar,2025-09-25,05:53:42,124.13.162.156,"('Indonesia', 'DKI Jakarta')"
ham,I'm e person who's doing e sms survey...,2025-08-01,05:39:42,172.16.24.64,"('Malaysia', 'Kuala Lumpur')"
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,2025-09-06,02:00:50,10.0.242.31,"('Malaysia', 'Kuala Lumpur')"
ham,Thank You meet you monday,2025-07-13,04:03:19,203.0.113.205,"('Indonesia', 'DKI Jakarta')"
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,2025-08-21,04:21:24,124.13.135.200,"('Hong Kong', 'Hong Kong')"
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",2025-07-04,09:29:30,5.188.142.170,"('Hong Kong', 'Hong Kong')"
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",2025-07-27,01:16:49,10.0.159.115,"('Indonesia', 'DKI Jakarta')"
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",2025-07-25,00:38:34,192.168.100.25,"('Malaysia', 'Selangor')"
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",2025-09-26,00:39:53,172.16.171.9,"('Malaysia', 'Selangor')"
ham,I love you both too :-),2025-08-19,05:37:09,124.13.123.31,"('Malaysia', 'Selangor')"
ham,Lol u still feeling sick?,2025-08-26,02:24:44,172.16.113.227,"('Indonesia', 'DKI Jakarta')"
ham,Din i tell u jus now 420,2025-07-27,00:11:57,37.120.146.94,"('Thailand', 'Bangkok')"
ham,am up to my eyes in philosophy,2025-09-05,04:09:07,124.13.188.128,"('Malaysia', 'Selangor')"
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,2025-07-01,17:09:34,45.67.226.42,"('Germany', 'Hesse')"
ham,Ok lor. I'm in town now lei.,2025-07-06,05:33:52,203.0.113.136,"('Indonesia', 'DKI Jakarta')"
ham,I had it already..sabarish asked me to go..,2025-07-07,02:34:09,124.13.35.99,"('Thailand', 'Bangkok')"
ham,No da. . Vijay going to talk in jaya tv,2025-09-21,01:15:19,10.0.253.36,"('Singapore', 'Central')"
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,2025-08-08,16:22:37,45.67.39.231,"('Germany', 'Hesse')"
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,2025-09-19,05:32:11,10.0.86.35,"('Singapore', 'Central')"
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,2025-09-30,12:04:24,37.120.36.188,"('United States', 'Virginia')"
ham,Still chance there. If you search hard you will get it..let have a try :),2025-08-26,04:28:16,124.13.138.28,"('Malaysia', 'Kuala Lumpur')"
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",2025-09-02,14:07:46,198.51.100.110,"('Hong Kong', 'Hong Kong')"
ham,Do you always celebrate NY's with your family ?,2025-09-17,04:37:47,192.168.175.60,"('Malaysia', 'Kuala Lumpur')"
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",2025-07-12,01:55:50,10.0.2.162,"('Indonesia', 'DKI Jakarta')"
ham,Its ok..come to my home it vl nice to meet and v can chat..,2025-09-08,03:46:19,10.0.169.54,"('Indonesia', 'DKI Jakarta')"
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,2025-08-06,09:08:34,185.220.100.28,"('United States', 'Virginia')"
ham,Sent me de webadres for geting salary slip,2025-09-26,01:17:47,172.16.230.107,"('United States', 'Virginia')"
ham,She's fine. Sends her greetings,2025-09-22,03:02:18,198.51.100.21,"('Indonesia', 'DKI Jakarta')"
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,2025-07-29,10:03:06,37.120.130.11,"('United States', 'Virginia')"
ham,But you dint in touch with me.,2025-07-19,01:33:16,192.168.37.118,"('Indonesia', 'DKI Jakarta')"
ham,"Yup, leaving right now, be back soon",2025-09-09,01:44:46,203.0.113.100,"('Malaysia', 'Kuala Lumpur')"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,2025-09-23,18:47:30,5.188.186.9,"('Netherlands', 'North Holland')"
ham,Yeah sure I'll leave in a min,2025-09-05,03:26:14,172.16.50.95,"('Malaysia', 'Selangor')"
ham,And do you have any one that can teach me how to ship cars.,2025-09-22,04:14:42,172.16.199.150,"('Malaysia', 'Kuala Lumpur')"
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",2025-08-22,03:37:15,203.0.113.119,"('Singapore', 'Central')"
ham,Yeah confirmed for you staying at  that weekend,2025-09-26,03:22:41,185.220.100.125,"('Malaysia', 'Selangor')"
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,2025-09-21,04:59:45,37.120.157.29,"('Malaysia', 'Kuala Lumpur')"
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",2025-08-23,00:51:09,192.168.49.244,"('Malaysia', 'Kuala Lumpur')"
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",2025-08-28,01:35:13,124.13.215.135,"('Thailand', 'Bangkok')"
ham,Ard 4 lor...,2025-08-18,04:25:40,45.67.40.160,"('Thailand', 'Bangkok')"
ham,You are right. Meanwhile how's project twins comin up,2025-09-13,00:35:37,203.0.113.231,"('Thailand', 'Bangkok')"
ham,I sent your maga that money yesterday oh.,2025-09-03,05:11:48,172.16.180.117,"('Malaysia', 'Selangor')"
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,2025-09-23,13:51:49,198.51.100.84,"('Romania', 'Bucharest')"
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,2025-07-01,01:59:53,172.16.23.144,"('Singapore', 'Central')"
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,2025-09-12,12:59:45,37.120.212.15,"('Germany', 'Hesse')"
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,2025-09-05,03:25:52,172.16.177.102,"('Indonesia', 'DKI Jakarta')"
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,2025-08-23,02:23:26,192.168.243.87,"('Malaysia', 'Kuala Lumpur')"
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,2025-08-16,02:33:24,192.168.85.124,"('Indonesia', 'DKI Jakarta')"
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,2025-07-25,05:48:24,124.13.145.181,"('Malaysia', 'Kuala Lumpur')"
ham,How much would it cost to hire a hitman,2025-08-01,04:25:13,10.0.143.31,"('Indonesia', 'DKI Jakarta')"
ham,I anything lor...,2025-09-02,02:42:21,124.13.150.178,"('Thailand', 'Bangkok')"
ham,"Sorry, I'll call later",2025-07-25,02:35:24,10.0.250.250,"('Malaysia', 'Selangor')"
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,2025-09-25,11:25:22,37.120.147.113,"('Netherlands', 'North Holland')"
ham,Huh but i cant go 2 ur house empty handed right?,2025-09-22,01:07:51,124.13.12.116,"('Netherlands', 'North Holland')"
ham,Good morning princess! Happy New Year!,2025-08-27,00:04:16,185.220.100.59,"('Thailand', 'Bangkok')"
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,2025-07-03,09:06:42,185.220.100.232,"('Romania', 'Bucharest')"
ham,"Aight, we'll head out in a few",2025-07-03,01:43:44,192.168.162.51,"('Netherlands', 'North Holland')"
ham,Then wat r u doing now? Busy wif work?,2025-07-16,02:02:12,203.0.113.59,"('Singapore', 'Central')"
ham,I know you mood off today,2025-07-29,05:40:02,192.168.111.223,"('Hong Kong', 'Hong Kong')"
ham,"Jay told me already, will do",2025-09-11,01:49:45,5.188.17.37,"('Thailand', 'Bangkok')"
ham,Cps is causing the outages to conserve energy.,2025-07-11,02:30:11,124.13.17.56,"('Singapore', 'Central')"
ham,"I'm not sure, I was just checking out what was happening around the area",2025-08-03,02:18:31,192.168.5.74,"('Thailand', 'Bangkok')"
ham,Hey morning what you come to ask:-) pa...,2025-07-20,01:04:56,192.168.166.33,"('Singapore', 'Central')"
ham,Jordan got voted out last nite!,2025-07-24,05:21:30,172.16.27.243,"('Malaysia', 'Selangor')"
ham,"That means you got an A in epi, she.s fine. She.s here now.",2025-08-31,00:19:50,172.16.97.152,"('Singapore', 'Central')"
ham,I have no idea where you are,2025-07-26,02:23:37,185.220.100.53,"('Thailand', 'Bangkok')"
ham,Pls come quick cant bare this.,2025-07-27,01:05:01,124.13.230.11,"('Indonesia', 'DKI Jakarta')"
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,2025-08-31,00:09:19,172.16.216.70,"('Indonesia', 'DKI Jakarta')"
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",2025-07-18,04:07:48,172.16.132.205,"('Singapore', 'Central')"
ham,No. I.ll meet you in the library,2025-09-12,01:10:08,124.13.86.189,"('Malaysia', 'Kuala Lumpur')"
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",2025-08-14,05:40:29,10.0.215.243,"('Thailand', 'Bangkok')"
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,2025-09-04,02:10:38,185.220.100.144,"('Thailand', 'Bangkok')"
ham,Ok c ü then.,2025-08-13,03:00:01,198.51.100.189,"('Romania', 'Bucharest')"
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,2025-09-14,04:23:57,10.0.30.208,"('Malaysia', 'Kuala Lumpur')"
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",2025-08-24,03:40:50,203.0.113.185,"('Malaysia', 'Kuala Lumpur')"
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,2025-09-09,05:32:57,124.13.41.220,"('Singapore', 'Central')"
ham,Hey check it da. I have listed da.,2025-07-23,00:16:02,172.16.13.35,"('Thailand', 'Bangkok')"
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,2025-07-18,09:04:12,198.51.100.145,"('United States', 'Virginia')"
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,2025-09-27,02:39:51,185.220.100.110,"('Malaysia', 'Kuala Lumpur')"
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,2025-09-20,05:09:32,10.0.37.200,"('Malaysia', 'Kuala Lumpur')"
ham,Goin to workout lor... Muz lose e fats...,2025-08-22,03:33:20,185.220.100.142,"('Singapore', 'Central')"
ham,"Damn, poor zac doesn't stand a chance",2025-08-26,04:14:47,172.16.226.127,"('Malaysia', 'Kuala Lumpur')"
ham,No message..no responce..what happend?,2025-09-29,01:27:24,10.0.66.213,"('Indonesia', 'DKI Jakarta')"
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),2025-08-05,03:40:25,10.0.104.3,"('Singapore', 'Central')"
ham,Yeah right! I'll bring my tape measure fri!,2025-09-30,05:32:13,192.168.35.95,"('Singapore', 'Central')"
ham,Still chance there. If you search hard you will get it..let have a try :),2025-07-05,03:07:52,124.13.61.24,"('Malaysia', 'Kuala Lumpur')"
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,2025-09-21,01:17:57,203.0.113.92,"('Germany', 'Hesse')"
ham,Should I head straight there or what,2025-09-17,04:32:38,10.0.65.57,"('Malaysia', 'Selangor')"
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,2025-07-13,09:46:27,5.188.146.247,"('United States', 'Virginia')"
ham,Thank you princess! You are so sexy...,2025-08-19,04:10:13,203.0.113.139,"('Indonesia', 'DKI Jakarta')"
ham,Oooh I got plenty of those!,2025-09-22,05:03:36,10.0.116.159,"('Indonesia', 'DKI Jakarta')"
ham,Hui xin is in da lib.,2025-09-21,00:49:52,172.16.157.48,"('Indonesia', 'DKI Jakarta')"
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,2025-08-03,05:26:29,203.0.113.217,"('Hong Kong', 'Hong Kong')"
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",2025-09-06,03:02:49,10.0.73.111,"('Romania', 'Bucharest')"
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,2025-09-30,04:21:36,45.67.120.10,"('Singapore', 'Central')"
ham,You know what hook up means right?,2025-09-16,05:45:17,124.13.173.4,"('Singapore', 'Central')"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",2025-08-21,12:24:39,45.67.206.237,"('Romania', 'Bucharest')"
ham,Wat's da model num of ur phone?,2025-07-12,02:57:54,10.0.142.19,"('Singapore', 'Central')"
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,2025-07-02,00:59:52,10.0.61.140,"('Indonesia', 'DKI Jakarta')"
spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",2025-07-25,15:54:09,37.120.217.247,"('United States', 'Virginia')"
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,2025-09-24,01:25:02,10.0.94.179,"('Indonesia', 'DKI Jakarta')"
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",2025-07-27,04:48:24,203.0.113.123,"('Indonesia', 'DKI Jakarta')"
ham,* Thought I didn't see you.,2025-09-03,04:27:26,10.0.29.218,"('Thailand', 'Bangkok')"
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,2025-07-29,13:19:12,198.51.100.184,"('Netherlands', 'North Holland')"
ham,Carlos says we can pick up from him later so yeah we're set,2025-07-23,00:40:25,10.0.177.114,"('Thailand', 'Bangkok')"
ham,"Hey babe, my friend had to cancel, still up for a visit ?",2025-09-06,01:22:06,192.168.228.230,"('Malaysia', 'Kuala Lumpur')"
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,2025-09-21,00:02:09,192.168.135.204,"('Singapore', 'Central')"
ham,Hmm ill have to think about it... ok you're forgiven! =D,2025-09-20,04:44:53,10.0.146.121,"('Malaysia', 'Kuala Lumpur')"
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",2025-08-28,02:27:49,45.67.175.126,"('Thailand', 'Bangkok')"
ham,Want to send me a virtual hug?... I need one,2025-09-21,05:38:43,198.51.100.1,"('Singapore', 'Central')"
ham,"Probably not, still going over some stuff here",2025-08-08,01:21:08,192.168.44.76,"('Thailand', 'Bangkok')"
ham,It has issues right now. Ill fix for her by tomorrow.,2025-07-10,04:32:58,192.168.128.216,"('Singapore', 'Central')"
ham,Why i come in between you people,2025-08-20,04:29:58,203.0.113.22,"('Malaysia', 'Kuala Lumpur')"
ham,Senthil group company Apnt 5pm.,2025-09-28,04:12:11,124.13.247.201,"('Thailand', 'Bangkok')"
ham,Oh really?? Did you make it on air? What's your talent?,2025-08-31,00:40:33,124.13.209.0,"('Singapore', 'Central')"
ham,Studying. But i.ll be free next weekend.,2025-07-12,04:55:18,172.16.127.233,"('Romania', 'Bucharest')"
ham,R u here yet? I'm wearing blue shirt n black pants.,2025-07-18,03:48:53,192.168.233.233,"('Malaysia', 'Kuala Lumpur')"
ham,Wait.i will come out.. &lt;#&gt;  min:),2025-07-14,01:31:36,124.13.56.100,"('Malaysia', 'Selangor')"
ham,I will reach ur home in  &lt;#&gt;  minutes,2025-08-14,02:06:43,172.16.26.4,"('Singapore', 'Central')"
ham,Well then you have a great weekend!,2025-07-31,02:41:27,10.0.24.157,"('Indonesia', 'DKI Jakarta')"
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",2025-09-04,03:19:47,192.168.242.13,"('Indonesia', 'DKI Jakarta')"
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",2025-09-19,01:55:47,172.16.24.60,"('Hong Kong', 'Hong Kong')"
ham,Huh? 6 also cannot? Then only how many mistakes?,2025-08-23,05:08:09,192.168.141.252,"('Malaysia', 'Kuala Lumpur')"
ham,Ha... U jus ate honey ar? So sweet...,2025-07-24,01:31:36,124.13.205.25,"('Malaysia', 'Kuala Lumpur')"
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,2025-08-26,04:58:10,124.13.238.40,"('Malaysia', 'Kuala Lumpur')"
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",2025-07-04,02:33:46,203.0.113.31,"('Malaysia', 'Selangor')"
ham,Thanks for loving me so. You rock,2025-07-25,03:47:42,45.67.246.159,"('Indonesia', 'DKI Jakarta')"
ham,Yeah imma come over cause jay wants to do some drugs,2025-08-26,04:59:42,192.168.144.182,"('Indonesia', 'DKI Jakarta')"
ham,Ok thanx... Take care then...,2025-08-13,02:45:15,10.0.56.104,"('Malaysia', 'Kuala Lumpur')"
ham,Yup. Thk of u oso boring wat.,2025-08-19,02:51:04,192.168.107.195,"('Malaysia', 'Kuala Lumpur')"
ham,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",2025-07-14,02:42:40,124.13.186.205,"('Indonesia', 'DKI Jakarta')"
